cap,tamed,subset,scheme,ov,IS_sh,IS_dd,OOS_sh,OOS_cagr,OOS_dd,OOS_vol,OOS_worst
NOCAP,False,CORE3,EQ,OFF,1.0830894919204095,-0.2016451604581987,0.6353263533894533,0.09462527644614083,-0.29791629025378197,0.1628318087001718,-0.12157456736338015
NOCAP,False,CORE3,EQ,V2,0.8484624525106065,-0.1038936638413428,0.8621579162152395,0.05622456533983633,-0.10731104468333641,0.0659289687709905,-0.028486405465007976
NOCAP,False,CORE3,EQ,V3,0.7085775202794243,-0.1830392156944225,0.7310458781014065,0.07949581992026444,-0.19177429921209954,0.11312453147264663,-0.06260447432244812
NOCAP,False,CORE3,HLV,OFF,1.2028224805793106,-0.1394954844681714,0.5996901160801742,0.07262563509502673,-0.2500621707664422,0.1312000398601759,-0.10722692806336052
NOCAP,False,CORE3,HLV,V2,1.0268592149978844,-0.10115725464809056,0.5525920486237119,0.02802152110128797,-0.13107331994404003,0.05247797070922212,-0.02564216774964158
NOCAP,False,CORE3,HLV,V3,0.9914124464444882,-0.1462961030890123,0.611090810023222,0.05385532463267251,-0.1918687731818557,0.09286445083579062,-0.06771765896533276
NOCAP,False,CORE3,RP05,OFF,1.2377830070342808,-0.12270591495577565,0.5776107791467133,0.0659146611611734,-0.24184795913741408,0.12371868338962114,-0.10193527275381312
NOCAP,False,CORE3,RP05,V2,1.4296145697821507,-0.09674713183312766,0.661118908649151,0.0332642244045096,-0.10122803813575132,0.05148294132516429,-0.02708469804680404
NOCAP,False,CORE3,RP05,V3,1.0313271247352471,-0.1336007719832396,0.5695450660712038,0.04759976586416048,-0.18923056465375743,0.08850817203439917,-0.06783436110683756
NOCAP,False,CORE3,RP07,OFF,1.2376479495273336,-0.12239071982990624,0.5775143071886544,0.06597576981936437,-0.24131402759602294,0.12387089895104486,-0.10227177179081787
NOCAP,False,CORE3,RP07,V2,1.429933895091763,-0.09663141436175238,0.6606220838870273,0.03326058277091226,-0.10116649760118646,0.05151900548258334,-0.02725786022280178
NOCAP,False,CORE3,RP07,V3,1.0316838154917702,-0.13344408805476815,0.5700155004896043,0.04766371985081563,-0.18858706700641814,0.08854839713026878,-0.06808258141235836
NOCAP,False,CORE3B5,EQ,OFF,0.922510482372193,-0.214419286401758,0.6941569774445248,0.0948643370289135,-0.26577717624500374,0.1457300968198227,-0.09919881888467937
NOCAP,False,CORE3B5,EQ,V2,-0.4727052623447574,-0.1501178659151018,0.7207074548769309,0.04379543699452593,-0.12491872747425692,0.062131258025336505,-0.029776449866614686
NOCAP,False,CORE3B5,EQ,V3,0.662001922845004,-0.17094058402302426,0.6762222865375586,0.06817585184204722,-0.20824211222715627,0.10566177033020661,-0.061419188812199856
NOCAP,False,CORE3B5,HLV,OFF,1.0003367951718345,-0.1654127674670226,0.6650303656568058,0.07740934713696723,-0.23943028937483302,0.12356804515296059,-0.0906125596818872
NOCAP,False,CORE3B5,HLV,V2,-0.4578664702719744,-0.14213452871586052,0.5246198038977038,0.027300076333606427,-0.13108261825550427,0.05410578999448606,-0.024245122539661844
NOCAP,False,CORE3B5,HLV,V3,0.917328172325706,-0.15129438674112494,0.6036280600047144,0.05293158577956181,-0.19414408332854538,0.09251363722096764,-0.05997364167500244
NOCAP,False,CORE3B5,RP05,OFF,1.0363360067025593,-0.15043757868711005,0.645685825509968,0.07066434290954615,-0.23587383181514476,0.11618098882276282,-0.08500209806111492
NOCAP,False,CORE3B5,RP05,V2,-0.282193437451683,-0.12669791618603,0.5257909971422606,0.026464754914403033,-0.13739617873306165,0.05225165956895956,-0.0229735244307559
NOCAP,False,CORE3B5,RP05,V3,0.9435495504502486,-0.14450788148199745,0.5734191911124858,0.047941350200056965,-0.1940729347659761,0.08847132472549644,-0.05884265625114975
NOCAP,False,CORE3B5,RP07,OFF,1.0332873100160123,-0.1504832707527668,0.6464563285856147,0.07116903503971561,-0.23460815822656844,0.1169002985716611,-0.08600968400512798
NOCAP,False,CORE3B5,RP07,V2,-0.2717457159446497,-0.12652099557724228,0.515510345229885,0.02604736227652138,-0.1430038892435126,0.05253251043183914,-0.023133829967186582
NOCAP,False,CORE3B5,RP07,V3,0.9467825087790946,-0.14285110601570272,0.5750815815334948,0.04829449267097674,-0.19202391542645691,0.08886053052323187,-0.05896828541293002
NOCAP,False,CORE3B6,EQ,OFF,1.0229394037407666,-0.2716911203787059,0.7155246616557515,0.11752499872884381,-0.31809040720582604,0.1769271116782011,-0.09712424343113618
NOCAP,False,CORE3B6,EQ,V2,0.3723036835711224,-0.1065561847738753,0.6772924116412518,0.04325767537196201,-0.1373453909802157,0.06568152442164284,-0.0468712812200672
NOCAP,False,CORE3B6,EQ,V3,0.5349723024376924,-0.19474993776521266,0.7634704813789239,0.08508238388076816,-0.25046372490651303,0.11558913200991248,-0.057737844291258764
NOCAP,False,CORE3B6,HLV,OFF,1.1276820042819922,-0.20528927620044546,0.6949724558245374,0.09397776822433013,-0.25299586483265046,0.14409908920355338,-0.08794763252663208
NOCAP,False,CORE3B6,HLV,V2,0.7729724228977097,-0.10301231883937834,0.7742309047447608,0.04521364892097579,-0.11580258304189817,0.059373173545949974,-0.0348116927585438
NOCAP,False,CORE3B6,HLV,V3,0.6365329756894175,-0.18507363841913194,0.733859598765192,0.07126250763659914,-0.22275657020952078,0.10069468504939155,-0.05702800693778144
