,prob,wind5,raw
2022-03-09,0.01162617,0.0,0.003788757281801755
2022-03-10,0.023832932,0.0,-0.0017636968441879222
2022-03-11,0.007083776,0.0,0.0
2022-03-14,0.007020562,0.0,0.0
2022-03-15,0.006321085,0.0,-2.8898381554959914e-06
2022-03-16,0.0045290594,0.0,0.0008346280554756447
2022-03-17,0.0039748666,0.0,-0.001130033710753588
2022-03-18,0.0029843748,0.0,0.000686306667947939
2022-03-21,0.0029483233,0.0,-0.00041902726409661576
2022-03-22,0.0026960582,0.0,-0.0003357100333023981
2022-03-23,0.002561698,0.0,-0.004713383589253453
2022-03-24,0.0021630598,0.0,-3.564287534204472e-05
2022-03-25,0.002080634,0.0,-9.884602564720403e-05
2022-03-28,0.0018189057,0.0,0.00040110303909568777
2022-03-29,0.0016527317,0.0,0.0009094850576343177
2022-03-30,0.002168506,0.0,0.0005967527937861725
2022-03-31,0.0017424071,0.0,-0.004999646682304412
2022-04-01,0.0019387004,0.0,0.0060193857058515945
2022-04-04,0.0024246615,0.0,0.0019370675087680268
2022-04-05,0.004876998,0.0,-0.0008736909255639387
2022-04-06,0.0012083098,0.0,-0.0003408442892898192
2022-04-07,0.0028033745,0.0,0.0006044636521766132
2022-04-08,0.0016518742,0.0,7.039727736090055e-05
2022-04-11,0.0009284773,0.0,0.0007842338019049624
2022-04-12,0.00040751856,0.0,0.00035521839434226135
2022-04-13,0.00085303024,0.0,-0.0011624976440499104
2022-04-14,0.0014901649,0.0,-0.0005175215427032915
2022-04-18,0.0011755527,0.0,-0.000469318286052218
2022-04-19,0.00088235823,0.0,0.0006066125521176611
2022-04-20,0.001328589,0.0,0.0014883154900282277
2022-04-21,0.0016703304,0.0,-0.0011347789625086862
2022-04-22,0.0013155562,0.0,-9.654882309830776e-05
2022-04-25,0.0010935595,0.0,0.002713048890153232
2022-04-26,0.0015771744,0.0,0.00171183296675842
2022-04-27,0.0016641365,0.0,-4.417043082968964e-05
2022-04-28,0.0015941521,0.0,0.0
2022-04-29,0.001709062,0.0,0.0
2022-05-02,0.0017300713,0.0,0.0
2022-05-03,0.0017439472,0.0,0.0
2022-05-04,0.0017775004,0.0,0.0
2022-05-05,0.0017737731,0.0,0.0
2022-05-06,0.0017709268,0.0,0.0
2022-05-09,0.001803455,0.0,0.0
2022-05-10,0.0018791256,0.0,0.0
2022-05-11,0.0019446386,0.0,0.0
2022-05-12,0.0019928871,0.0,-7.95941106028772e-06
2022-05-13,0.0020356046,0.0,-0.0012339949930900542
2022-05-16,0.0021858104,0.0,-0.005155264893055829
2022-05-17,0.002350702,0.0,0.0
2022-05-18,0.0022882605,0.0,0.0
2022-05-19,0.00078590406,0.0,0.0
2022-05-20,0.00074059557,0.0,0.0
2022-05-23,0.0004285574,0.0,0.0
2022-05-24,0.0002617989,0.0,0.0
2022-05-25,0.00026887553,0.0,0.0
2022-05-26,0.00062016456,0.0,0.0
2022-05-27,0.0014477355,0.0,0.0
2022-05-31,0.0029061986,0.0,0.0
2022-06-01,0.004862122,0.0,-2.6754708718835036e-06
2022-06-02,0.0030884438,0.0,0.0006522564399065705
2022-06-03,0.0027577705,0.0,-1.7376509335293154e-06
2022-06-06,0.0033360666,0.0,0.0002529759093242165
2022-06-07,0.003790755,0.0,0.0002463400667071348
2022-06-08,0.0025797174,0.0,0.0005306221014169314
2022-06-09,0.0010896382,0.0,0.00015890794154912286
2022-06-10,0.0007428391,0.0,-0.0003907699042148805
2022-06-13,0.0005184895,0.0,-4.120651716784554e-08
2022-06-14,0.00041129545,0.0,0.0015903698379078554
2022-06-15,0.00036107676,0.0,0.001605990602052251
2022-06-16,0.0010574557,0.0,-0.0015365291245124718
2022-06-17,0.0021593207,0.0,0.0020164892590696917
2022-06-21,0.0027816165,0.0,0.0006090104055640308
2022-06-22,0.0031477576,0.0,0.0
2022-06-23,0.0029852448,0.0,-1.8820070190707172e-06
2022-06-24,0.0028563263,0.0,0.00036663150951577264
2022-06-27,0.003601111,0.0,-2.547046791487074e-05
2022-06-28,0.0037688445,0.0,-0.0008576649419268272
2022-06-29,0.0037863408,0.0,-0.00030977070122504863
2022-06-30,0.0011881981,0.0,-0.00316530844355689
2022-07-01,0.0011143183,0.0,0.007281059332888123
2022-07-05,0.0029450562,0.0,-0.00020728645245423705
2022-07-06,0.0034550189,0.0,0.0018536916762289324
2022-07-07,0.0049118763,0.0,0.00032265161440424794
2022-07-08,0.0059419842,0.0,-0.004474098734677981
2022-07-11,0.0070265085,0.0,0.0
2022-07-12,0.009673167,0.0,0.0
2022-07-13,0.012042286,0.0,0.0
2022-07-14,0.013864927,0.0,0.0
2022-07-15,0.015181925,0.0,0.0
2022-07-18,0.017149385,1.0,0.0
2022-07-19,0.019563187,1.0,-9.950699562678544e-05
2022-07-20,0.023563731,1.0,0.002404169897209791
2022-07-21,0.03307823,1.0,0.017350652856707956
2022-07-22,0.05347463,1.0,0.01436394617785184
2022-07-25,0.07535705,0.0,0.041285257569839764
2022-07-26,0.08854202,0.0,0.011993257121484387
2022-07-27,0.107224606,0.0,0.009831583478125246
2022-07-28,0.34150726,0.0,-0.0017627774472983282
2022-07-29,0.46128735,0.0,-0.0008362820232495935
2022-08-01,0.39530277,0.0,0.006370217082573192
2022-08-02,0.36913535,0.0,-0.00011422523093657222
2022-08-03,0.39855298,0.0,0.0011950390054762399
2022-08-04,0.5719035,0.0,-0.013931214377865547
2022-08-05,0.45546085,0.0,0.0050913385602167575
2022-08-08,0.101186804,0.0,-0.0013483399259207884
2022-08-09,0.23486812,0.0,0.015830702076470016
2022-08-10,0.32553244,0.0,0.010272487931081905
2022-08-11,0.49584076,0.0,-0.004203728573660069
2022-08-12,0.59245,0.0,0.005408943118992651
2022-08-15,0.7432765,0.0,-0.0030167647396416785
2022-08-16,0.6255258,0.0,0.0017609410720581117
2022-08-17,0.4237497,0.0,-9.821022656203042e-05
2022-08-18,0.46440932,0.0,0.005041274813890715
2022-08-19,0.58833253,0.0,-0.0014551673191868567
2022-08-22,0.6694702,0.0,-0.013192124319255151
2022-08-23,0.7188392,0.0,-0.005328274227584361
2022-08-24,0.73136914,0.0,-0.019012961177921766
2022-08-25,0.74268633,0.0,0.005237565511316468
2022-08-26,0.75517815,0.0,0.002510842091053706
2022-08-29,0.7774743,0.0,-0.016523094892780685
2022-08-30,0.85632855,0.0,-0.002893091879620255
2022-08-31,0.90386283,0.0,-0.0036268907646265346
2022-09-01,0.8999734,0.0,0.008924114974179196
2022-09-02,0.8574139,0.0,-0.002755336210037216
2022-09-06,0.77158123,0.0,0.001215025911489987
2022-09-07,0.6938701,0.0,-0.0006659527896222008
2022-09-08,0.5952675,0.0,0.002706505980516368
2022-09-09,0.5287229,0.0,-0.0026616403336923765
2022-09-12,0.49632517,0.0,0.0
2022-09-13,0.5616646,0.0,0.0
2022-09-14,0.569229,0.0,0.0
2022-09-15,0.53328705,0.0,-0.0001047475980823853
2022-09-16,0.51815134,0.0,-0.004762507691035261
2022-09-19,0.41373402,0.0,0.015953808190409653
2022-09-20,0.6168957,0.0,0.010425492703561398
2022-09-21,0.6559944,0.0,0.011894640951683258
2022-09-22,0.6501372,0.0,0.007698033266932282
2022-09-23,0.6893959,0.0,-0.00789592046374252
2022-09-26,0.65516204,0.0,0.01451111986808648
2022-09-27,0.63859516,1.0,0.0176595791768843
2022-09-28,0.7252975,1.0,0.007865081502500041
2022-09-29,0.6290923,1.0,-0.01808278583502218
2022-09-30,0.6395946,1.0,0.002482911657428465
2022-10-03,0.41334286,1.0,-0.0324214653543138
2022-10-04,0.56042176,0.0,0.031469517298570816
2022-10-05,0.44286132,0.0,0.005686191283268107
2022-10-06,0.40649235,0.0,-5.8863065720909694e-05
2022-10-07,0.29734656,0.0,-0.010796130179363327
2022-10-10,0.26009217,0.0,-0.01733899986968726
2022-10-11,0.22890362,0.0,0.0
2022-10-12,0.23124427,0.0,-1.2031962162789726e-05
2022-10-13,0.24223809,0.0,0.001050423401753802
2022-10-14,0.24205838,0.0,0.0021034130435414336
2022-10-17,0.2526387,0.0,0.0005252949044048292
2022-10-18,0.23645067,0.0,0.003934027358581096
2022-10-19,0.2435186,0.0,-0.0013114595440176708
2022-10-20,0.2645762,0.0,0.0
2022-10-21,0.1536574,0.0,0.0
2022-10-24,0.11823535,0.0,-1.0245978261482743e-05
2022-10-25,0.09131272,0.0,0.001507312683115922
2022-10-26,0.06356823,0.0,0.0013140236805225128
2022-10-27,0.059088927,0.0,-0.0003104507933027758
2022-10-28,0.04808497,0.0,3.088048917225056e-05
2022-10-31,0.036125045,0.0,-0.0013412207696285275
2022-11-01,0.025004204,0.0,0.006392881972775332
2022-11-02,0.0023407715,0.0,0.0005345764809551368
2022-11-03,0.00061290764,0.0,0.004537154861148415
2022-11-04,0.00017027132,0.0,0.0
2022-11-07,0.00015748882,0.0,0.0
2022-11-08,0.00015257676,0.0,-3.67671681738561e-05
2022-11-09,0.00015615021,0.0,-0.0021694807695463877
2022-11-10,0.00033794815,0.0,0.0
2022-11-11,0.0009919769,0.0,0.0
2022-11-14,0.0021003354,0.0,-4.950135766564499e-05
2022-11-15,0.0038805394,0.0,-0.00012889474632748598
2022-11-16,0.0062932856,0.0,-3.752537894693836e-05
2022-11-17,0.009626967,0.0,0.004951668675702554
2022-11-18,0.015484576,0.0,0.0003477248191574287
2022-11-21,0.019279309,0.0,-0.0006891485250550678
2022-11-22,0.02105801,0.0,0.001516661655529675
2022-11-23,0.024444794,0.0,-0.00029654190564704715
2022-11-25,0.028616235,0.0,0.0005994392588764294
2022-11-28,0.045399178,0.0,0.007053933210532775
2022-11-29,0.16985413,0.0,0.00965181284138128
2022-11-30,0.22287679,0.0,0.003765504420211519
2022-12-01,0.285671,0.0,-0.023276080838125702
2022-12-02,0.41439235,0.0,-0.0005326956051515404
2022-12-05,0.4375587,0.0,-0.007747212942387043
2022-12-06,0.353785,0.0,-0.003681447010224267
2022-12-07,0.3883669,1.0,-0.010876564921131895
2022-12-08,0.42460635,1.0,0.005263353679773377
2022-12-09,0.4926738,1.0,-0.014301522221820169
2022-12-12,0.5014699,1.0,0.005607579284034119
2022-12-13,0.4877721,1.0,0.016014320494385326
2022-12-14,0.52342904,0.0,0.023725802310245892
2022-12-15,0.6596297,0.0,-0.00880250700487181
2022-12-16,0.65134317,1.0,0.0003890096658641538
2022-12-19,0.5838167,1.0,0.005914183025348493
2022-12-20,0.57001156,1.0,-0.0026205321704200596
2022-12-21,0.56784093,1.0,0.0029667964051000046
2022-12-22,0.5622567,1.0,0.004938772338835537
2022-12-23,0.53909886,0.0,0.037868537823700366
2022-12-27,0.69889164,0.0,0.016816414476301295
2022-12-28,0.7443697,0.0,0.0051680363937891
2022-12-29,0.73847514,0.0,0.0
2022-12-30,0.85560465,0.0,0.0
2023-01-03,0.57338834,0.0,0.0
2023-01-04,0.71334434,0.0,-7.978063110578189e-05
2023-01-05,0.6395034,0.0,-0.002336277161023804
2023-01-06,0.6878618,0.0,0.003669232267388367
2023-01-09,0.6483257,0.0,0.001330507565781643
2023-01-10,0.58645654,0.0,0.010715732313448887
2023-01-11,0.39708108,0.0,0.005158507520445639
2023-01-12,0.279484,0.0,-0.0007000108552533369
2023-01-13,0.24971354,0.0,-0.0013623257849741856
2023-01-17,0.20595604,0.0,0.0001443864634564781
2023-01-18,0.16585803,0.0,0.0028798297449445344
2023-01-19,0.14464001,0.0,0.015600448164953888
2023-01-20,0.13381013,0.0,0.002741092650126447
2023-01-23,0.12237519,0.0,0.0013459529586727153
2023-01-24,0.107344314,0.0,0.0
2023-01-25,0.10179027,0.0,0.0
2023-01-26,0.089669734,0.0,0.0
2023-01-27,0.08143851,0.0,0.0
2023-01-30,0.05791512,0.0,-0.00011613716074381686
2023-01-31,0.028466696,0.0,0.01414275792812118
2023-02-01,0.0272105,0.0,-0.028486405465008358
2023-02-02,0.044940177,0.0,-0.00579527471260167
2023-02-03,0.0658203,0.0,-0.009184468147594589
2023-02-06,0.16478871,0.0,-0.003613780484409899
2023-02-07,0.36604258,0.0,-1.838179276383119e-05
2023-02-08,0.5520757,0.0,-0.0004158344135739599
2023-02-09,0.8538103,0.0,0.0010371745647964887
2023-02-10,0.8387137,0.0,-0.0013160989386940124
2023-02-13,0.8541274,0.0,0.001134634360734979
2023-02-14,0.87236404,0.0,-0.00028583484221877216
2023-02-15,0.8818885,0.0,-0.0015401733312417946
2023-02-16,0.8508508,0.0,0.000799351255908232
2023-02-17,0.76549345,0.0,-5.778763386175162e-05
2023-02-21,0.74440503,0.0,-0.0014476529464980707
2023-02-22,0.75744116,1.0,-0.006063024666701564
2023-02-23,0.77701116,1.0,-0.0037529807497611403
2023-02-24,0.7489952,1.0,-0.002302099729388213
2023-02-27,0.60070443,1.0,0.010687457161736672
2023-02-28,0.49459505,1.0,0.0037042440101195287
2023-03-01,0.6999616,0.0,0.05726933312835345
2023-03-02,0.67872226,0.0,0.002331193671299448
2023-03-03,0.30138153,1.0,0.004669540112227123
2023-03-06,0.24287537,1.0,0.00644485686788077
2023-03-07,0.12684844,1.0,9.225153563615747e-05
2023-03-08,0.10123346,1.0,-0.0001269191349145263
2023-03-09,0.08138633,1.0,-0.012961185316575294
2023-03-10,0.21788262,0.0,0.02152646352036444
2023-03-13,0.3261805,0.0,0.0086602913836131
2023-03-14,0.21099764,0.0,0.008552416276505069
2023-03-15,0.13556685,0.0,-0.004967204168896597
2023-03-16,0.10728414,0.0,0.004943814738262479
2023-03-17,0.08956211,0.0,0.017720265141103503
2023-03-20,0.08246675,0.0,-0.0033143428903339
2023-03-21,0.079896815,0.0,-0.008826098904556256
2023-03-22,0.07190324,0.0,0.0030812191487268638
2023-03-23,0.07685734,0.0,-0.008322605978236971
2023-03-24,0.0884823,0.0,0.006825377463824636
2023-03-27,0.08307971,0.0,-0.0023545811949433806
2023-03-28,0.07637182,0.0,-0.002701173928305197
2023-03-29,0.060335614,0.0,-0.03046193671747581
2023-03-30,0.036645714,0.0,-0.024743886240244053
2023-03-31,0.022306226,0.0,-0.007367983529611451
2023-04-03,0.0022983656,0.0,-0.02914561506722195
2023-04-04,0.0007973087,0.0,0.0
2023-04-05,0.00061786367,0.0,0.0
2023-04-06,0.00065805996,0.0,0.0
2023-04-10,0.0010885892,0.0,0.0
2023-04-11,0.0070468355,0.0,0.0
2023-04-12,0.43497452,0.0,0.0
2023-04-13,0.83929604,0.0,-0.0001242373684330411
2023-04-14,0.8776168,0.0,-0.004598704166074306
2023-04-17,0.8731207,0.0,-0.0025370693133217764
2023-04-18,0.8560978,0.0,-0.006089790767962463
2023-04-19,0.8455099,0.0,-0.01397993894190699
2023-04-20,0.8333913,0.0,-0.0001399644001484019
2023-04-21,0.8104393,0.0,-0.00186319390003031
2023-04-24,0.7845791,0.0,0.004337889165810849
2023-04-25,0.740575,0.0,-0.005196714886688228
2023-04-26,0.6982956,0.0,0.004758924189389194
2023-04-27,0.6893743,0.0,-0.010004942294696227
2023-04-28,0.6922548,0.0,-0.003497462595209826
2023-05-01,0.7083904,1.0,0.0035652131426257977
2023-05-02,0.685254,1.0,-0.004867057351546508
2023-05-03,0.54617494,1.0,-0.008939489052053428
2023-05-04,0.459064,1.0,0.004927128671330617
2023-05-05,0.43427873,1.0,-0.004861651467318479
2023-05-08,0.4157537,1.0,0.02948209545099583
2023-05-09,0.52476865,1.0,0.0029770146087031006
2023-05-10,0.5884528,1.0,0.035441199897308456
2023-05-11,0.6531208,1.0,0.0007417315887511711
2023-05-12,0.6806466,1.0,-0.01237117845695699
2023-05-15,0.6872691,1.0,0.024950052442080293
2023-05-16,0.74652976,1.0,0.005638879630411536
2023-05-17,0.7890219,0.0,0.03090318108086947
2023-05-18,0.6299133,0.0,0.014561431289673186
2023-05-19,0.48801744,0.0,-0.01690747468922295
2023-05-22,0.4989974,0.0,0.015140840708084987
2023-05-23,0.44381982,0.0,-0.019669519315993936
2023-05-24,0.41468614,0.0,0.008703499552456261
2023-05-25,0.34223494,0.0,-0.0038241866330353553
2023-05-26,0.27093363,0.0,0.0015014537287508965
2023-05-30,0.2330231,0.0,-0.006101211075653015
2023-05-31,0.20943707,1.0,0.005914434425210909
2023-06-01,0.19898047,1.0,0.0037343324475608013
2023-06-02,0.153562,1.0,0.00149508118611641
2023-06-05,0.14532994,1.0,0.009578957726437885
2023-06-06,0.132566,1.0,0.010263690738555716
2023-06-07,0.09710072,0.0,0.021083886167841938
2023-06-08,0.07478571,0.0,0.008903685884961916
2023-06-09,0.04777191,0.0,-0.0010846629824432523
2023-06-12,0.029986346,0.0,0.010483633375903991
2023-06-13,0.025032945,0.0,0.015921824243870772
2023-06-14,0.028605746,0.0,-0.005388022540301815
2023-06-15,0.032923173,0.0,-3.091011983769611e-05
2023-06-16,0.02511985,0.0,0.003031756303422451
2023-06-20,0.01774155,0.0,-0.007771449355162501
2023-06-21,0.013495045,0.0,0.010700596010754225
2023-06-22,0.017504431,0.0,-0.000475514303437552
2023-06-23,0.03550841,0.0,-0.000562628284788627
2023-06-26,0.11429269,0.0,-0.0011206452430127197
2023-06-27,0.28993276,0.0,0.002325047568732456
2023-06-28,0.38200468,0.0,0.0008769941446752408
2023-06-29,0.25481883,0.0,-9.688923758514585e-05
2023-06-30,0.15695196,0.0,0.0021459666083446893
2023-07-03,0.065835916,0.0,-0.006386727331958934
2023-07-05,0.026666569,0.0,-2.5743017138700407e-06
2023-07-06,0.019957518,0.0,0.0014211917144373132
2023-07-07,0.009843673,0.0,0.0011236604807239312
2023-07-10,0.02349025,0.0,-0.0009126948468133399
2023-07-11,0.06656741,0.0,0.0013202257885371613
2023-07-12,0.19529586,0.0,0.0021759742919350805
2023-07-13,0.31504884,0.0,-0.0011404791157723698
2023-07-14,0.38459826,0.0,0.00020609317415689734
2023-07-17,0.33891356,0.0,0.0010431177560937365
2023-07-18,0.2788373,0.0,0.004951660841789432
2023-07-19,0.19341913,0.0,-0.002487380203646678
2023-07-20,0.07745801,0.0,0.0
2023-07-21,0.032640167,0.0,0.0
2023-07-24,0.011538755,0.0,0.0
2023-07-25,0.005162218,0.0,0.0
2023-07-26,0.0020749578,0.0,0.0
2023-07-27,0.0019713326,0.0,0.0
2023-07-28,0.0018384352,0.0,0.0
2023-07-31,0.0016892321,0.0,0.0
2023-08-01,0.0012159102,0.0,-2.8116025392838853e-05
2023-08-02,0.0018188312,0.0,0.0022059584693086033
2023-08-03,0.0019071882,0.0,-0.001871779166433485
2023-08-04,0.0015884308,0.0,-0.0026081432305576696
2023-08-07,0.0011768742,0.0,-0.00031217641358015905
2023-08-08,0.0012811889,0.0,-0.002356680249247443
2023-08-09,0.0020924192,0.0,-0.0016146779103938355
2023-08-10,0.004076202,0.0,0.007021415398600463
2023-08-11,0.009281908,0.0,0.0006618426129749852
2023-08-14,0.016994404,0.0,0.001181361402499114
2023-08-15,0.01586781,0.0,0.0029705383527529345
2023-08-16,0.014036149,0.0,0.002508906696194536
2023-08-17,0.017992217,0.0,-0.005320348325965599
2023-08-18,0.021062816,0.0,-0.002841723149301642
2023-08-21,0.023327481,0.0,0.0028236045891322633
2023-08-22,0.020916652,0.0,-0.0008822909406720437
2023-08-23,0.055632215,0.0,0.009226552379419193
2023-08-24,0.12374238,0.0,-0.00017037161871427957
2023-08-25,0.14873722,0.0,0.0
2023-08-28,0.051439423,0.0,0.0
2023-08-29,0.009659286,0.0,0.0
2023-08-30,0.008939784,0.0,0.0
2023-08-31,0.028320765,0.0,0.0
2023-09-01,0.23418501,0.0,-1.8049467050579394e-05
2023-09-05,0.6219283,0.0,0.0032123022463618734
2023-09-06,0.79931605,0.0,-0.00268313641192959
2023-09-07,0.8389628,0.0,0.006166991730934147
