Date,prob,prob_scaled,raw,joint
2020-11-19,0.004681290200702858,0.05553694438017131,0.0009498509198763818,0
2020-11-20,0.006660906412721894,0.08841753782550921,-0.005370297684746648,0
2020-11-23,0.003896214027263301,0.04249715902896939,-0.0028533232257982053,0
2020-11-24,0.00346582080128238,0.035348508397000315,0.0006936114388280479,0
2020-11-25,0.0010562007377439015,0.0,0.0006681069326118403,0
2020-11-27,0.00021961922351152222,0.0,0.0034929901052866133,0
2020-11-30,0.00015003397051859585,0.0,0.005416161490667332,0
2020-12-01,0.00026408036153391623,0.0,-0.00842522666067885,0
2020-12-02,0.0007925172438008484,0.0,-0.0012337807381681961,0
2020-12-03,0.008386147958615385,0.11707307495493774,-0.0012087368095362995,0
2020-12-04,0.0009943416799635203,0.0,0.0009605538388337777,0
2020-12-07,0.0004681789667117668,0.0,-0.0004726898418927046,0
2020-12-08,0.0002534458595842227,0.0,-0.002429895496189833,0
2020-12-09,0.00035446515177697894,0.0,-0.0011470083422706785,0
2020-12-10,0.02370718817654152,0.3715491150614714,-0.0015074355829359095,0
2020-12-11,0.09990514260999116,1.0,0.0007996269630834077,0
2020-12-14,0.08697968533551281,1.0,0.0011233365201462567,0
2020-12-15,0.00015581515543655136,0.0,0.0017666245027306146,0
2020-12-16,0.00018865951979726308,0.0,-0.001342124754191106,0
2020-12-17,1.9443114510987935e-05,0.0,0.0013392852164202957,0
2020-12-18,5.156357406446373e-05,0.0,-0.00022740352213416727,0
2020-12-21,3.764641503357608e-05,0.0,-0.00011362931943367666,0
2020-12-22,0.002447264128758436,0.018430710064697136,0.0012440090809463298,0
2020-12-23,0.0023489538843760737,0.016797818215548557,-0.0002459717469995979,0
2020-12-24,0.0010224335889418958,0.0,0.0002494119296903755,0
2020-12-28,0.0012179198980800828,0.0,-0.0022473582320997245,0
2020-12-29,0.0016380838139155073,0.004990565053364498,0.0018574583545533639,0
2020-12-30,0.0035384234359091037,0.036554407650465685,0.0019102425809742135,0
2020-12-31,0.39704578741377466,1.0,-0.005004114663693819,0
2021-01-04,0.148569753017108,1.0,-0.00462188745188277,0
2021-01-05,0.16806861606293405,1.0,-0.004242208051401817,0
2021-01-06,0.0048602730221081695,0.05850977383499038,-9.844198968277647e-07,0
2021-01-07,0.0019313536089710318,0.009861653117036885,0.002406575175920985,0
2021-01-08,5.7070030889319315e-05,0.0,-0.003989812610494131,0
2021-01-11,0.00010114808050475183,0.0,0.006984175062481426,0
2021-01-12,0.0001511742851974855,0.0,0.0007988120363900462,0
2021-01-13,0.0004750211987186925,0.0,0.00400964514693171,0
2021-01-14,0.0021624953070180013,0.01370081959567268,0.005503060111726234,0
2021-01-15,0.0014371893036774618,0.0016537916543426852,0.0019665373187716653,0
2021-01-19,0.004082680832343067,0.04559429430784529,-0.003134651169494497,0
2021-01-20,0.007682037061528807,0.10537808882228564,0.0,0
2021-01-21,0.004113622364194845,0.046108220150247174,0.0,0
2021-01-22,0.0034675142675256597,0.035376636159705335,0.0,0
2021-01-25,0.003493332272863039,0.03580546237961294,0.0,0
2021-01-26,0.003821522834582,0.04125656970383122,0.0,0
2021-01-27,0.00395675619749968,0.04350273903672782,0.0,0
2021-01-28,0.003530862025836974,0.03642881580647811,0.0,0
2021-01-29,0.003964817570387904,0.043636635053005954,0.0,0
2021-02-01,0.004256538875669022,0.048482003352202076,-2.235626492262575e-05,0
2021-02-02,0.0036582624502050944,0.03854488332147348,0.0013418984420097142,0
2021-02-03,0.005865108944312546,0.07519967626995568,0.0,0
2021-02-04,0.0034033623471957,0.03431109971971237,0.0,0
2021-02-05,0.003501516495519362,0.035941398878917626,-1.7815002050237433e-05,0
2021-02-08,0.003341012940951748,0.03327550228127015,0.001154375096890063,0
2021-02-09,0.012844812198438584,0.19112961444416043,0.001647047623632091,0
2021-02-10,0.054751038920084205,0.8871744312610754,0.0007222377404693396,0
2021-02-11,0.012193563816440888,0.180312652474264,0.0012421437103854417,0
2021-02-12,0.011090033435396664,0.16198347654945852,0.010642517274391323,0
2021-02-16,0.009620170886068253,0.1375696772425196,0.05446452211503976,0
2021-02-17,0.0035626031101364205,0.03695602187906319,-0.0012830654898634275,0
2021-02-18,0.0030628159671582974,0.0286547674451494,0.0,0
2021-02-19,0.0031435548843271456,0.029995806932767106,-1.8024585816445303e-05,0
2021-02-22,0.003579945872239403,0.03724407787015137,-0.0009421206045828385,0
2021-02-23,0.0012473363324555522,0.0,0.0005728147996529646,0
2021-02-24,0.0004841671331961933,0.0,-0.0013694512966847027,0
2021-02-25,0.00034429815176781895,0.0,0.005311542795552329,0
2021-02-26,0.001339077421108108,2.41945115563855e-05,-0.014450568370391288,0
2021-03-01,0.0014095361734571211,0.0011944847812500204,0.016745486636589695,0
2021-03-02,0.002874233455665477,0.025522491171774166,0.0007594726673499314,0
2021-03-03,0.020245992982626266,0.31406011728749755,0.0,0
2021-03-04,0.0035113493507755557,0.036104718472949444,-1.0069291000283032e-05,0
2021-03-05,0.002985957176812651,0.027378175233632715,0.002244102981571575,0
2021-03-08,0.00463434617520516,0.054757223842571194,-0.0005031248426670053,0
2021-03-09,0.001923837401114911,0.009736812062863207,0.0,0
2021-03-10,0.0038378279142159046,0.04152739022514302,0.0,0
2021-03-11,0.0038384430847384077,0.04153760794902665,0.0,0
2021-03-12,0.0033876685769575654,0.03405043279059163,-9.91858350278278e-06,0
2021-03-15,0.003358469459558286,0.03356544772008183,0.0006876364281189849,0
2021-03-16,0.0005889479348050244,0.0,-0.0005691338098419947,0
2021-03-17,0.0014276138254704297,0.0014947469849473998,0.0010739767585904194,0
2021-03-18,0.003385421585384405,0.03401311120474907,0.0006843608366020366,0
2021-03-19,0.004593888077720304,0.0540852318438723,0.0009692907696086758,0
2021-03-22,0.0032226589494382986,0.03130969221467262,0.00022093009341070816,0
2021-03-23,0.008170576237368842,0.11349251924844046,0.0,0
2021-03-24,0.010017146834418315,0.14416328093500658,0.0,0
2021-03-25,0.008323768226537747,0.11603697381714094,0.0,0
2021-03-26,0.010931838309130727,0.1593559219758985,0.0,0
2021-03-29,0.007177323631991485,0.09699501083865307,0.0,0
2021-03-30,0.006133489065926357,0.07965735731642168,0.0,0
2021-03-31,0.006198791705909803,0.08074200672632574,0.0,0
2021-04-01,0.008249847846024025,0.11480918735821037,-2.2540911403787456e-05,0
2021-04-05,0.00838303008706359,0.11702128841859452,-0.0011702685185241298,0
2021-04-06,0.0056972514167931455,0.07241163327172428,0.0008313369917983672,0
2021-04-07,0.017097375148820437,0.2617628981196872,0.00018979038446042523,0
2021-04-08,0.0112683803930504,0.16494574457455438,-0.0019993331654331245,0
2021-04-09,0.012707041341097116,0.1888412983951419,-0.00029331562032896614,0
2021-04-12,0.014911393641854504,0.22545466384014157,0.00048278977492250785,0
2021-04-13,0.03300687809566983,0.526013056881132,0.0008744662081318563,0
2021-04-14,0.00675170516812652,0.08992566699907119,0.0005824571984362483,0
2021-04-15,0.0063636688174712385,0.08348054626786848,-0.0004879284025601391,0
2021-04-16,0.00654531173485707,0.08649755879914955,-0.0015616988464267165,0
2021-04-19,0.004785096919914751,0.057261130366615315,-0.00029408411959342063,0
2021-04-20,0.009157703975786026,0.12988829619169334,-0.004463549612331047,0
2021-04-21,0.00425818312097046,0.048509313575745776,0.0015433360365282385,0
2021-04-22,0.0027758634151816507,0.023888606134506638,-3.9344965912732033e-07,0
2021-04-23,0.000872743541450702,0.0,-3.555394796231978e-07,0
2021-04-26,0.0008877414054266505,0.0,0.002059991401055379,0
2021-04-27,0.0013679707531098905,0.0005041006151050295,0.002333383879460497,0
2021-04-28,0.0016710729772625682,0.005538501194486645,0.0006250110682402845,0
2021-04-29,0.0027055267176817103,0.022720343144568556,-0.0012467691268316318,0
2021-04-30,0.008371504408316936,0.11682985173771192,-0.0010917028379088863,0
2021-05-03,0.011199478961585678,0.16380132075036136,0.006604352997178296,0
2021-05-04,0.005090301823958432,0.062330455575438745,-0.002322189911799669,0
2021-05-05,0.001815825382210617,0.007942777815598668,0.0,0
2021-05-06,0.003768741519822533,0.040379894244426694,0.0,0
2021-05-07,0.004055234605237622,0.04513842400855019,0.0,0
2021-05-10,0.0038583037233700284,0.04186748481124181,0.0,0
2021-05-11,0.004014210575036426,0.04445703210523828,0.0,0
2021-05-12,0.00407916192020056,0.04553584665580793,0.0,0
2021-05-13,0.005129010234208639,0.06297338600439008,0.0,0
2021-05-14,0.006539242006625937,0.08639674316373504,0.0,0
2021-05-17,0.005473160691873334,0.06868958049390611,0.0,0
2021-05-18,0.00515245240786475,0.06336275065839816,0.0,0
2021-05-19,0.0050457437395702055,0.061590364517092606,0.0,0
2021-05-20,0.005553623220479294,0.07002602928363293,0.0,0
2021-05-21,0.006357671952259893,0.08338094085659553,-3.166344586383771e-05,0
2021-05-24,0.005880603995374281,0.07545704255705839,-0.008461964667764652,0
2021-05-25,0.004154810469529976,0.046792337272589246,0.003197972525793181,0
2021-05-26,0.005533295254229484,0.06968839030605109,0.0013727457170964743,0
2021-05-27,0.0091937340032003,0.1304867398071984,-0.000857750381380612,0
2021-05-28,0.008018585287730062,0.11096801344165759,0.012054446089621768,0
2021-06-01,0.006721376389438904,0.0894219187292467,-0.013788420617248673,0
2021-06-02,0.012326696606864251,0.1825239321806922,-0.0001342680056371014,0
2021-06-03,0.0005553610827258715,0.0,-0.00023322605653961702,0
2021-06-04,0.0020741702487353025,0.012233777491856416,-0.002749086062335002,0
2021-06-07,0.002378557119037913,0.01728951550397909,0.0,0
2021-06-08,0.004601687518629157,0.05421477728003711,0.0,0
2021-06-09,0.004275651306824501,0.04879945280263588,0.0,0
2021-06-10,0.0044670114649887245,0.0519778646200538,0.0,0
2021-06-11,0.004685083789960498,0.05559995430367149,0.0,0
2021-06-14,0.0035298136589816363,0.03641140287353553,0.0,0
2021-06-15,0.004143148129143078,0.04659863069928753,-0.0001693121693121693,0
2021-06-16,0.004045617130952752,0.044978681801948805,-0.009151764850244265,0
2021-06-17,0.009701746650174484,0.13892461640612347,0.002736932047755542,0
2021-06-18,0.010975647869041144,0.1600835803571988,0.01242793990689596,0
2021-06-21,0.012932530837351882,0.19258658417706886,-0.012357921265490417,0
2021-06-22,0.007054570223683603,0.09495612830773842,0.026699253194277548,0
2021-06-23,0.007647032954499734,0.10479668531328619,0.027120955164302477,0
2021-06-24,0.03302797685665596,0.5263634984353956,0.0049490600876528415,0
2021-06-25,0.0036248180473606355,0.03798938584359156,0.0,0
2021-06-28,0.00370768840934121,0.03936582773389724,-0.00013093416301973592,0
2021-06-29,0.0038924714592676346,0.042434996547191406,0.010524773660942614,0
2021-06-30,0.0029801692034778864,0.027282039428653253,-0.0032746172260827073,0
2021-07-01,0.005290036024692285,0.06564795672115889,0.0,0
2021-07-02,0.004027404678744447,0.044676180623655685,-0.00012364856032603017,0
2021-07-06,0.004370277426712854,0.050371152892010995,-0.014367164335101362,0
2021-07-07,0.005868900557015344,0.0752626533637105,-0.00011766546280012952,0
2021-07-08,0.005872416927404189,0.0753210587982876,0.012932630841664763,0
2021-07-09,0.004093310004615535,0.04577084039290439,-0.0013460999713932975,0
2021-07-12,0.0061471672269545865,0.07988454582352648,0.0,0
2021-07-13,0.005399689906159575,0.06746926161568285,0.0,0
2021-07-14,0.004888343244248114,0.05897600842960531,0.0,0
2021-07-15,0.006495567904258954,0.08567133467531182,0.0,0
2021-07-16,0.0073458658278643205,0.09979442589053682,0.0,0
2021-07-19,0.006608744890751659,0.08755115686389639,0.0,0
2021-07-20,0.01086184007520426,0.15819328072369315,0.0,0
2021-07-21,0.011618986102371293,0.170769158081578,0.0,0
2021-07-22,0.008716871091745699,0.12256624722611009,0.0,0
2021-07-23,0.007555850740415493,0.10328218705218543,0.0,0
2021-07-26,0.007586524266763237,0.10379166143578143,0.0,0
2021-07-27,0.008154055539403189,0.11321811739724132,0.0,0
2021-07-28,0.0076091854024327036,0.10416805337702413,0.0,0
2021-07-29,0.007181726305958996,0.09706813740324634,0.0,0
2021-07-30,0.006759423016212734,0.09005385721273734,0.0,0
2021-08-02,0.007571994897471478,0.10355033471709778,0.0,0
2021-08-03,0.009317970318988088,0.13255025280823537,0.0,0
2021-08-04,0.008530139298465718,0.11946471060457686,0.0,0
2021-08-05,0.0094821250112896,0.13527679326943196,0.0,0
2021-08-06,0.009177360904076058,0.13021478951073395,0.0,0
2021-08-09,0.011045390202192326,0.16124197120505637,0.0,0
2021-08-10,0.012333860849789336,0.18264292724525732,0.0,0
2021-08-11,0.011600372323844758,0.17045999104177673,0.0,0
2021-08-12,0.009178569141118207,0.1302348578203019,0.0,0
2021-08-13,0.008279784131816782,0.1153064164859771,0.0,0
2021-08-16,0.008850214152343387,0.12478101943177813,0.0,0
2021-08-17,0.006190122558549326,0.08059801583145079,0.0,0
2021-08-18,0.007202242714729117,0.09740890633190685,0.0,0
2021-08-19,0.01008157635630091,0.14523342822014043,-9.446781511500226e-06,0
2021-08-20,0.013201547859209834,0.19705484386896405,-0.0007985695674913168,0
2021-08-23,0.00887411122176578,0.12517793971331662,-0.0021346520063463335,0
2021-08-24,0.006731196617982733,0.08958502859889188,0.008957805709342185,0
2021-08-25,0.01464947534775335,0.22110431103339578,-0.003287153917038521,0
2021-08-26,0.0036473003446773587,0.03836280735494321,0.0020007351610089198,0
2021-08-27,0.0027435805868697496,0.023352401921515956,-0.0028041424468873014,0
2021-08-30,0.00021995904500530603,0.0,-0.002062204815278174,0
2021-08-31,0.00038898153490594077,0.0,-0.002366230636448929,0
2021-09-01,3.837512471419163e-05,0.0,0.017914515692567145,0
2021-09-02,0.0002134480352782177,0.0,-0.0004848374035575973,0
2021-09-03,0.0002797818128890318,0.0,-0.0019641964174353385,0
2021-09-07,0.022653305475864423,0.35404456624556935,-0.00013866161816214944,0
2021-09-08,0.011142122581038246,0.16284865537066498,0.0002742019090906972,0
2021-09-09,0.005274771364814719,0.06539441713481468,-6.808124653219754e-05,0
2021-09-10,0.01588274915805836,0.2415884707999313,0.0007444610252583567,0
2021-09-13,0.025714619882678508,0.4048917121760159,0.0009430989524736209,0
2021-09-14,0.002542050156013437,0.020005066148239072,-0.000529408943392867,0
2021-09-15,0.0029332687332233828,0.026503042325340648,0.0018884364506207261,0
2021-09-16,0.005950025167212709,0.07661009905046336,-0.001359540968627176,0
2021-09-17,0.00464745841748588,0.054975012677079375,-0.0019863679815636665,0
