depth_scaled,volcap,subset,gate,overlay,IS_sh,IS_dd,IS_cagr,IS_vol,OOS_sh,OOS_cagr,OOS_dd,OOS_vol,OOS_worst,max_corr
True,False,CORE3BB,PROD_SIZE,V2_PERC,0.7594695546963456,-0.1702963565582155,0.050603864382945396,0.06804860816100411,0.46683628923343057,0.030759159469775144,-0.1493248457606956,0.07017160144285602,-0.06410334443549295,
True,False,CORE3BB,PROD_SIZE,JOINT_PERC,0.7594695546963456,-0.1702963565582155,0.050603864382945396,0.06804860816100411,0.5880371641619061,0.04139007774340753,-0.136406222374873,0.0735731015330882,-0.06410334443549295,
True,False,CORE3BB,UT_GATE,OFF,0.10204932427355085,-0.26785661865251575,0.005150950294025902,0.09148488905802077,0.5925027870686884,0.04704865186374185,-0.14473429168606833,0.08348602303062826,-0.1015180003002937,0.6582045767344218
True,False,CORE3BB,UT_GATE,V2_BOOK,-0.6929717494163498,-0.10335761347606709,-0.025311073689095798,0.03605661046089167,0.3875823828908402,0.020126699048812924,-0.1346457023437212,0.05541107674834824,-0.1015180003002937,
True,False,CORE3BB,UT_GATE,V2_PERC,-0.049676951764609206,-0.18594826257044128,-0.004493528500985611,0.05744092547051218,0.418670045174659,0.024979935010117194,-0.15606965316419463,0.06383616842415252,-0.097059711157029,
True,False,CORE3BB,UT_GATE,JOINT_PERC,-0.049676951764609206,-0.18594826257044128,-0.004493528500985611,0.05744092547051218,0.41630839542060344,0.025222229513596206,-0.1816412304094801,0.06493517476680116,-0.097059711157029,
True,True,CORE3BB,NONE,OFF,0.8311950599878878,-0.19321997865032536,0.07941705666415366,0.09767051091690714,0.5386308656959667,0.04703879736540029,-0.18733846668040022,0.09343010224179814,-0.08129674311753168,0.59649080779068
True,True,CORE3BB,NONE,V2_BOOK,0.12458458130980025,-0.10724843374816162,0.004252315139005702,0.040677736913123076,0.5161867282452927,0.02682442726943557,-0.10056983029055444,0.05411389527265453,-0.0609682930766129,
True,True,CORE3BB,NONE,V2_PERC,0.7837409650353487,-0.15699061597538166,0.051128781246827515,0.06643804509919732,0.4435612175072945,0.027930592118836195,-0.2011076224538182,0.06718288699718022,-0.0609682930766129,
True,True,CORE3BB,NONE,JOINT_PERC,0.7837409650353487,-0.15699061597538166,0.051128781246827515,0.06643804509919732,0.42806698821020756,0.027369869258257795,-0.20533798153366378,0.06855702980861603,-0.0609682930766129,
True,True,CORE3BB,PROD_SIZE,OFF,0.8238483221243353,-0.19298192255469582,0.07830760113319446,0.09724284394867025,0.5308004532463736,0.03991145016674924,-0.20208790037413726,0.07973276968497095,-0.07275954510899865,0.594871697438619
True,True,CORE3BB,PROD_SIZE,V2_BOOK,0.11979786485880102,-0.10712888638951579,0.004052540831400275,0.040624447033011754,0.38898193571631706,0.019696914022047984,-0.11397920305026332,0.0538733840427315,-0.05888446435044324,
True,True,CORE3BB,PROD_SIZE,V2_PERC,0.7731650288101318,-0.15686682369971483,0.050221239639037574,0.06620999637636046,0.47627565833080054,0.026855020803850937,-0.1597569459562268,0.059337601736116075,-0.05888446435044324,
True,True,CORE3BB,PROD_SIZE,JOINT_PERC,0.7731650288101318,-0.15686682369971483,0.050221239639037574,0.06620999637636046,0.4223405940934428,0.02396715934008742,-0.1864873889794365,0.06039648974610598,-0.05888446435044324,
True,True,CORE3BB,UT_GATE,OFF,0.2672323021929511,-0.22154015218409895,0.018136357368415457,0.07889459639639176,0.5874692361261732,0.04181063950874031,-0.14298833023811874,0.07444462968260372,-0.08129674311753168,0.6560728258705811
True,True,CORE3BB,UT_GATE,V2_BOOK,-0.797437044824414,-0.10351148874441696,-0.026958838585735556,0.03356371820355356,0.4514072122421584,0.022315327571071242,-0.12995037898128403,0.05187750228137728,-0.07467806759959948,
True,True,CORE3BB,UT_GATE,V2_PERC,0.2725531999766631,-0.17155818279887491,0.014401186878174821,0.058790968132606626,0.5720029632488981,0.034047090543354974,-0.11376359100157252,0.061868592188361146,-0.06487763635318358,
True,True,CORE3BB,UT_GATE,JOINT_PERC,0.2725531999766631,-0.17155818279887491,0.014401186878174821,0.058790968132606626,0.5876456272361974,0.035356598113487125,-0.11349376713346182,0.06243484637862507,-0.06487763635318358,
