variant,window,n,ann,t,lo90,hi90,neg,worst
OLD,TRAIN,140,0.09081087775791705,1.9243781834196405,0.0010463317235856456,0.01336809331735357,0.14285714285714285,-0.14488849782515564
OLD,VALIDATE,92,0.05135808280069467,1.1689787233248103,-0.0016598086218046369,0.009811885256835538,0.10869565217391304,-0.181057184105579
OLD,OOS,198,0.0840014060264289,2.1448348116345985,0.001553633797695922,0.01177992271443565,0.13131313131313133,-0.19677812808800202
OLD,FULL,236,0.07751970968946659,2.3075090983462343,0.0017664039096584785,0.010538311914066376,0.13983050847457626,-0.19677812808800202
NEW,TRAIN,140,0.03421482121014552,1.1125349690968351,-0.0012996342572035241,0.006730558258813924,0.22142857142857142,-0.09444564200196326
NEW,VALIDATE,92,0.04257966621040231,1.2845531334977043,-0.0009482457153205072,0.007706922891574842,0.15217391304347827,-0.13499478953761518
NEW,OOS,198,0.05509747379548315,1.8746233972579533,0.0005356279691923825,0.00821000279199542,0.18686868686868688,-0.09444564200196326
NEW,FULL,236,0.04543911796168951,1.6999465821562352,0.0001165640841911536,0.0070959943224262285,0.1906779661016949,-0.14644316834336066
