variant,leg_sharpe,leg_cagr,leg_dd,leg_vol,book_raw_sharpe,book_ov_sharpe,book_ov_dd,book_is_ov_sharpe
V0,0.7004892485963151,0.2262150605407578,-0.6781439974819945,0.40613359946034616,0.6300680253139801,0.6144984091682926,-0.11212719067309851,1.2221107663508644
V1,0.6862634544547312,0.2340371163888657,-0.7231910033235747,0.45491794779127154,0.6286870378276519,0.5792811515415464,-0.1250527044480496,1.62201008444375
V2,0.7345500485774288,0.23639263176336334,-0.6475389340181736,0.390747069598877,0.6558474770703457,0.5817621922359297,-0.1351898262386807,1.6895722536335007
V3,0.6865535803161033,0.22881689992502596,-0.7108912959372726,0.4360635673278099,0.6251897647194077,0.5901227324194845,-0.11875268985098264,1.6158244969547682
NC_V1,0.6470431715959332,0.015812605349060496,0.6286870378276519,0.0,0.0,0.0,0.0,0.0
