tbar,stor,zcut,trail,cb,cool,scale,train_t
0.0,1.5,0.697916666666667,0.4,0.999,13,0.4384871497779919,0.7626242799673861
0.0,1.5,0.697916666666667,0.45,0.5,0,0.4384871497779919,1.6805083002932166
0.0,1.5,0.697916666666667,0.45,0.5,1,0.4384871497779919,1.6930406011089407
0.0,1.5,0.697916666666667,0.45,0.5,2,0.4384871497779919,1.4072439597099127
0.0,1.5,0.697916666666667,0.45,0.5,3,0.4384871497779919,1.0081463926415513
0.0,1.5,0.697916666666667,0.45,0.5,4,0.4384871497779919,1.9740717755957862
0.0,1.5,0.697916666666667,0.45,0.5,5,0.4384871497779919,1.6937603021600292
0.0,1.5,0.697916666666667,0.45,0.5,7,0.4384871497779919,0.29019348087471064
0.0,1.5,0.697916666666667,0.45,0.5,10,0.4384871497779919,1.7204301998046423
0.0,1.5,0.697916666666667,0.45,0.5,13,0.4384871497779919,0.36633008769683356
0.0,1.5,0.697916666666667,0.45,0.75,0,0.4384871497779919,1.6805083002932166
0.0,1.5,0.697916666666667,0.45,0.75,1,0.4384871497779919,1.6930406011089407
0.0,1.5,0.697916666666667,0.45,0.75,2,0.4384871497779919,1.4072439597099127
0.0,1.5,0.697916666666667,0.45,0.75,3,0.4384871497779919,1.0081463926415513
0.0,1.5,0.697916666666667,0.45,0.75,4,0.4384871497779919,1.9740717755957862
0.0,1.5,0.697916666666667,0.45,0.75,5,0.4384871497779919,1.6937603021600292
0.0,1.5,0.697916666666667,0.45,0.75,7,0.4384871497779919,0.29019348087471064
0.0,1.5,0.697916666666667,0.45,0.75,10,0.4384871497779919,1.7204301998046423
0.0,1.5,0.697916666666667,0.45,0.75,13,0.4384871497779919,0.36633008769683356
0.0,1.5,0.697916666666667,0.45,0.9,0,0.4384871497779919,1.6805083002932166
0.0,1.5,0.697916666666667,0.45,0.9,1,0.4384871497779919,1.6930406011089407
0.0,1.5,0.697916666666667,0.45,0.9,2,0.4384871497779919,1.4072439597099127
0.0,1.5,0.697916666666667,0.45,0.9,3,0.4384871497779919,1.0081463926415513
0.0,1.5,0.697916666666667,0.45,0.9,4,0.4384871497779919,1.9740717755957862
0.0,1.5,0.697916666666667,0.45,0.9,5,0.4384871497779919,1.6937603021600292
0.0,1.5,0.697916666666667,0.45,0.9,7,0.4384871497779919,0.29019348087471064
0.0,1.5,0.697916666666667,0.45,0.9,10,0.4384871497779919,1.7204301998046423
0.0,1.5,0.697916666666667,0.45,0.9,13,0.4384871497779919,0.36633008769683356
0.0,1.5,0.697916666666667,0.45,0.95,0,0.4384871497779919,1.6805083002932166
0.0,1.5,0.697916666666667,0.45,0.95,1,0.4384871497779919,1.6930406011089407
0.0,1.5,0.697916666666667,0.45,0.95,2,0.4384871497779919,1.4072439597099127
0.0,1.5,0.697916666666667,0.45,0.95,3,0.4384871497779919,1.0081463926415513
0.0,1.5,0.697916666666667,0.45,0.95,4,0.4384871497779919,1.9740717755957862
0.0,1.5,0.697916666666667,0.45,0.95,5,0.4384871497779919,1.6937603021600292
0.0,1.5,0.697916666666667,0.45,0.95,7,0.4384871497779919,0.29019348087471064
0.0,1.5,0.697916666666667,0.45,0.95,10,0.4384871497779919,1.7204301998046423
0.0,1.5,0.697916666666667,0.45,0.95,13,0.4384871497779919,0.36633008769683356
0.0,1.5,0.697916666666667,0.45,0.99,0,0.4384871497779919,1.6805083002932166
0.0,1.5,0.697916666666667,0.45,0.99,1,0.4384871497779919,1.6930406011089407
0.0,1.5,0.697916666666667,0.45,0.99,2,0.4384871497779919,1.4072439597099127
0.0,1.5,0.697916666666667,0.45,0.99,3,0.4384871497779919,1.0081463926415513
0.0,1.5,0.697916666666667,0.45,0.99,4,0.4384871497779919,1.9740717755957862
0.0,1.5,0.697916666666667,0.45,0.99,5,0.4384871497779919,1.6937603021600292
0.0,1.5,0.697916666666667,0.45,0.99,7,0.4384871497779919,0.29019348087471064
0.0,1.5,0.697916666666667,0.45,0.99,10,0.4384871497779919,1.7204301998046423
0.0,1.5,0.697916666666667,0.45,0.99,13,0.4384871497779919,0.36633008769683356
0.0,1.5,0.697916666666667,0.45,0.995,0,0.4384871497779919,1.6805083002932166
0.0,1.5,0.697916666666667,0.45,0.995,1,0.4384871497779919,1.6930406011089407
0.0,1.5,0.697916666666667,0.45,0.995,2,0.4384871497779919,1.4072439597099127
0.0,1.5,0.697916666666667,0.45,0.995,3,0.4384871497779919,1.0081463926415513
0.0,1.5,0.697916666666667,0.45,0.995,4,0.4384871497779919,1.9740717755957862
0.0,1.5,0.697916666666667,0.45,0.995,5,0.4384871497779919,1.6937603021600292
0.0,1.5,0.697916666666667,0.45,0.995,7,0.4384871497779919,0.29019348087471064
0.0,1.5,0.697916666666667,0.45,0.995,10,0.4384871497779919,1.7204301998046423
0.0,1.5,0.697916666666667,0.45,0.995,13,0.4384871497779919,0.36633008769683356
0.0,1.5,0.697916666666667,0.45,0.999,0,0.4384871497779919,1.6805083002932166
0.0,1.5,0.697916666666667,0.45,0.999,1,0.4384871497779919,1.6930406011089407
0.0,1.5,0.697916666666667,0.45,0.999,2,0.4384871497779919,1.4072439597099127
0.0,1.5,0.697916666666667,0.45,0.999,3,0.4384871497779919,1.0081463926415513
0.0,1.5,0.697916666666667,0.45,0.999,4,0.4384871497779919,1.9740717755957862
0.0,1.5,0.697916666666667,0.45,0.999,5,0.4384871497779919,1.6937603021600292
0.0,1.5,0.697916666666667,0.45,0.999,7,0.4384871497779919,0.29019348087471064
0.0,1.5,0.697916666666667,0.45,0.999,10,0.4384871497779919,1.7204301998046423
0.0,1.5,0.697916666666667,0.45,0.999,13,0.4384871497779919,0.36633008769683356
0.0,1.5,0.697916666666667,0.5,0.5,0,0.4384871497779919,2.028252265048134
0.0,1.5,0.697916666666667,0.5,0.5,1,0.4384871497779919,1.8356941044195343
0.0,1.5,0.697916666666667,0.5,0.5,2,0.4384871497779919,1.8264553297007078
0.0,1.5,0.697916666666667,0.5,0.5,3,0.4384871497779919,1.1986516228199275
0.0,1.5,0.697916666666667,0.5,0.5,4,0.4384871497779919,1.9126560536532395
0.0,1.5,0.697916666666667,0.5,0.5,5,0.4384871497779919,1.6453579325439482
0.0,1.5,0.697916666666667,0.5,0.5,7,0.4384871497779919,0.6891069201414212
0.0,1.5,0.697916666666667,0.5,0.5,10,0.4384871497779919,1.6075352088284864
0.0,1.5,0.697916666666667,0.5,0.5,13,0.4384871497779919,0.6968631712746777
0.0,1.5,0.697916666666667,0.5,0.75,0,0.4384871497779919,2.028252265048134
0.0,1.5,0.697916666666667,0.5,0.75,1,0.4384871497779919,1.8356941044195343
0.0,1.5,0.697916666666667,0.5,0.75,2,0.4384871497779919,1.8264553297007078
0.0,1.5,0.697916666666667,0.5,0.75,3,0.4384871497779919,1.1986516228199275
0.0,1.5,0.697916666666667,0.5,0.75,4,0.4384871497779919,1.9126560536532395
0.0,1.5,0.697916666666667,0.5,0.75,5,0.4384871497779919,1.6453579325439482
0.0,1.5,0.697916666666667,0.5,0.75,7,0.4384871497779919,0.6891069201414212
0.0,1.5,0.697916666666667,0.5,0.75,10,0.4384871497779919,1.6075352088284864
0.0,1.5,0.697916666666667,0.5,0.75,13,0.4384871497779919,0.6968631712746777
0.0,1.5,0.697916666666667,0.5,0.9,0,0.4384871497779919,2.028252265048134
0.0,1.5,0.697916666666667,0.5,0.9,1,0.4384871497779919,1.8356941044195343
0.0,1.5,0.697916666666667,0.5,0.9,2,0.4384871497779919,1.8264553297007078
0.0,1.5,0.697916666666667,0.5,0.9,3,0.4384871497779919,1.1986516228199275
0.0,1.5,0.697916666666667,0.5,0.9,4,0.4384871497779919,1.9126560536532395
0.0,1.5,0.697916666666667,0.5,0.9,5,0.4384871497779919,1.6453579325439482
0.0,1.5,0.697916666666667,0.5,0.9,7,0.4384871497779919,0.6891069201414212
0.0,1.5,0.697916666666667,0.5,0.9,10,0.4384871497779919,1.6075352088284864
0.0,1.5,0.697916666666667,0.5,0.9,13,0.4384871497779919,0.6968631712746777
0.0,1.5,0.697916666666667,0.5,0.95,0,0.4384871497779919,2.028252265048134
0.0,1.5,0.697916666666667,0.5,0.95,1,0.4384871497779919,1.8356941044195343
0.0,1.5,0.697916666666667,0.5,0.95,2,0.4384871497779919,1.8264553297007078
0.0,1.5,0.697916666666667,0.5,0.95,3,0.4384871497779919,1.1986516228199275
0.0,1.5,0.697916666666667,0.5,0.95,4,0.4384871497779919,1.9126560536532395
0.0,1.5,0.697916666666667,0.5,0.95,5,0.4384871497779919,1.6453579325439482
0.0,1.5,0.697916666666667,0.5,0.95,7,0.4384871497779919,0.6891069201414212
0.0,1.5,0.697916666666667,0.5,0.95,10,0.4384871497779919,1.6075352088284864
0.0,1.5,0.697916666666667,0.5,0.95,13,0.4384871497779919,0.6968631712746777
0.0,1.5,0.697916666666667,0.5,0.99,0,0.4384871497779919,2.028252265048134
0.0,1.5,0.697916666666667,0.5,0.99,1,0.4384871497779919,1.8356941044195343
0.0,1.5,0.697916666666667,0.5,0.99,2,0.4384871497779919,1.8264553297007078
0.0,1.5,0.697916666666667,0.5,0.99,3,0.4384871497779919,1.1986516228199275
0.0,1.5,0.697916666666667,0.5,0.99,4,0.4384871497779919,1.9126560536532395
0.0,1.5,0.697916666666667,0.5,0.99,5,0.4384871497779919,1.6453579325439482
0.0,1.5,0.697916666666667,0.5,0.99,7,0.4384871497779919,0.6891069201414212
0.0,1.5,0.697916666666667,0.5,0.99,10,0.4384871497779919,1.6075352088284864
0.0,1.5,0.697916666666667,0.5,0.99,13,0.4384871497779919,0.6968631712746777
0.0,1.5,0.697916666666667,0.5,0.995,0,0.4384871497779919,2.028252265048134
0.0,1.5,0.697916666666667,0.5,0.995,1,0.4384871497779919,1.8356941044195343
0.0,1.5,0.697916666666667,0.5,0.995,2,0.4384871497779919,1.8264553297007078
0.0,1.5,0.697916666666667,0.5,0.995,3,0.4384871497779919,1.1986516228199275
0.0,1.5,0.697916666666667,0.5,0.995,4,0.4384871497779919,1.9126560536532395
0.0,1.5,0.697916666666667,0.5,0.995,5,0.4384871497779919,1.6453579325439482
0.0,1.5,0.697916666666667,0.5,0.995,7,0.4384871497779919,0.6891069201414212
0.0,1.5,0.697916666666667,0.5,0.995,10,0.4384871497779919,1.6075352088284864
0.0,1.5,0.697916666666667,0.5,0.995,13,0.4384871497779919,0.6968631712746777
0.0,1.5,0.697916666666667,0.5,0.999,0,0.4384871497779919,2.028252265048134
0.0,1.5,0.697916666666667,0.5,0.999,1,0.4384871497779919,1.8356941044195343
0.0,1.5,0.697916666666667,0.5,0.999,2,0.4384871497779919,1.8264553297007078
0.0,1.5,0.697916666666667,0.5,0.999,3,0.4384871497779919,1.1986516228199275
0.0,1.5,0.697916666666667,0.5,0.999,4,0.4384871497779919,1.9126560536532395
0.0,1.5,0.697916666666667,0.5,0.999,5,0.4384871497779919,1.6453579325439482
0.0,1.5,0.697916666666667,0.5,0.999,7,0.4384871497779919,0.6891069201414212
0.0,1.5,0.697916666666667,0.5,0.999,10,0.4384871497779919,1.6075352088284864
0.0,1.5,0.697916666666667,0.5,0.999,13,0.4384871497779919,0.6968631712746777
0.0,1.5,0.697916666666667,0.55,0.5,0,0.4384871497779919,2.7078482313419125
0.0,1.5,0.697916666666667,0.55,0.5,1,0.4384871497779919,2.870052280404963
0.0,1.5,0.697916666666667,0.55,0.5,2,0.4384871497779919,1.9009389906759866
0.0,1.5,0.697916666666667,0.55,0.5,3,0.4384871497779919,1.5299110271189003
0.0,1.5,0.697916666666667,0.55,0.5,4,0.4384871497779919,2.3228403893232024
0.0,1.5,0.697916666666667,0.55,0.5,5,0.4384871497779919,1.3826453930678495
0.0,1.5,0.697916666666667,0.55,0.5,7,0.4384871497779919,0.7077192013985765
0.0,1.5,0.697916666666667,0.55,0.5,10,0.4384871497779919,1.6128896817769578
0.0,1.5,0.697916666666667,0.55,0.5,13,0.4384871497779919,1.0646912086394387
0.0,1.5,0.697916666666667,0.55,0.75,0,0.4384871497779919,2.7078482313419125
0.0,1.5,0.697916666666667,0.55,0.75,1,0.4384871497779919,2.870052280404963
0.0,1.5,0.697916666666667,0.55,0.75,2,0.4384871497779919,1.9009389906759866
0.0,1.5,0.697916666666667,0.55,0.75,3,0.4384871497779919,1.5299110271189003
0.0,1.5,0.697916666666667,0.55,0.75,4,0.4384871497779919,2.3228403893232024
0.0,1.5,0.697916666666667,0.55,0.75,5,0.4384871497779919,1.3826453930678495
0.0,1.5,0.697916666666667,0.55,0.75,7,0.4384871497779919,0.7077192013985765
0.0,1.5,0.697916666666667,0.55,0.75,10,0.4384871497779919,1.6128896817769578
0.0,1.5,0.697916666666667,0.55,0.75,13,0.4384871497779919,1.0646912086394387
0.0,1.5,0.697916666666667,0.55,0.9,0,0.4384871497779919,2.7078482313419125
0.0,1.5,0.697916666666667,0.55,0.9,1,0.4384871497779919,2.870052280404963
0.0,1.5,0.697916666666667,0.55,0.9,2,0.4384871497779919,1.9009389906759866
0.0,1.5,0.697916666666667,0.55,0.9,3,0.4384871497779919,1.5299110271189003
0.0,1.5,0.697916666666667,0.55,0.9,4,0.4384871497779919,2.3228403893232024
0.0,1.5,0.697916666666667,0.55,0.9,5,0.4384871497779919,1.3826453930678495
0.0,1.5,0.697916666666667,0.55,0.9,7,0.4384871497779919,0.7077192013985765
0.0,1.5,0.697916666666667,0.55,0.9,10,0.4384871497779919,1.6128896817769578
0.0,1.5,0.697916666666667,0.55,0.9,13,0.4384871497779919,1.0646912086394387
0.0,1.5,0.697916666666667,0.55,0.95,0,0.4384871497779919,2.7078482313419125
0.0,1.5,0.697916666666667,0.55,0.95,1,0.4384871497779919,2.870052280404963
0.0,1.5,0.697916666666667,0.55,0.95,2,0.4384871497779919,1.9009389906759866
0.0,1.5,0.697916666666667,0.55,0.95,3,0.4384871497779919,1.5299110271189003
0.0,1.5,0.697916666666667,0.55,0.95,4,0.4384871497779919,2.3228403893232024
0.0,1.5,0.697916666666667,0.55,0.95,5,0.4384871497779919,1.3826453930678495
0.0,1.5,0.697916666666667,0.55,0.95,7,0.4384871497779919,0.7077192013985765
0.0,1.5,0.697916666666667,0.55,0.95,10,0.4384871497779919,1.6128896817769578
0.0,1.5,0.697916666666667,0.55,0.95,13,0.4384871497779919,1.0646912086394387
0.0,1.5,0.697916666666667,0.55,0.99,0,0.4384871497779919,2.7078482313419125
0.0,1.5,0.697916666666667,0.55,0.99,1,0.4384871497779919,2.870052280404963
0.0,1.5,0.697916666666667,0.55,0.99,2,0.4384871497779919,1.9009389906759866
0.0,1.5,0.697916666666667,0.55,0.99,3,0.4384871497779919,1.5299110271189003
0.0,1.5,0.697916666666667,0.55,0.99,4,0.4384871497779919,2.3228403893232024
0.0,1.5,0.697916666666667,0.55,0.99,5,0.4384871497779919,1.3826453930678495
0.0,1.5,0.697916666666667,0.55,0.99,7,0.4384871497779919,0.7077192013985765
0.0,1.5,0.697916666666667,0.55,0.99,10,0.4384871497779919,1.6128896817769578
0.0,1.5,0.697916666666667,0.55,0.99,13,0.4384871497779919,1.0646912086394387
0.0,1.5,0.697916666666667,0.55,0.995,0,0.4384871497779919,2.7078482313419125
0.0,1.5,0.697916666666667,0.55,0.995,1,0.4384871497779919,2.870052280404963
0.0,1.5,0.697916666666667,0.55,0.995,2,0.4384871497779919,1.9009389906759866
0.0,1.5,0.697916666666667,0.55,0.995,3,0.4384871497779919,1.5299110271189003
0.0,1.5,0.697916666666667,0.55,0.995,4,0.4384871497779919,2.3228403893232024
0.0,1.5,0.697916666666667,0.55,0.995,5,0.4384871497779919,1.3826453930678495
0.0,1.5,0.697916666666667,0.55,0.995,7,0.4384871497779919,0.7077192013985765
0.0,1.5,0.697916666666667,0.55,0.995,10,0.4384871497779919,1.6128896817769578
0.0,1.5,0.697916666666667,0.55,0.995,13,0.4384871497779919,1.0646912086394387
0.0,1.5,0.697916666666667,0.55,0.999,0,0.4384871497779919,2.7078482313419125
0.0,1.5,0.697916666666667,0.55,0.999,1,0.4384871497779919,2.870052280404963
0.0,1.5,0.697916666666667,0.55,0.999,2,0.4384871497779919,1.9009389906759866
0.0,1.5,0.697916666666667,0.55,0.999,3,0.4384871497779919,1.5299110271189003
0.0,1.5,0.697916666666667,0.55,0.999,4,0.4384871497779919,2.3228403893232024
0.0,1.5,0.697916666666667,0.55,0.999,5,0.4384871497779919,1.3826453930678495
0.0,1.5,0.697916666666667,0.55,0.999,7,0.4384871497779919,0.7077192013985765
0.0,1.5,0.697916666666667,0.55,0.999,10,0.4384871497779919,1.6128896817769578
0.0,1.5,0.697916666666667,0.55,0.999,13,0.4384871497779919,1.0646912086394387
0.0,1.5,0.697916666666667,0.6,0.5,0,0.4384871497779919,2.7724869970936066
0.0,1.5,0.697916666666667,0.6,0.5,1,0.4384871497779919,2.837179786542789
0.0,1.5,0.697916666666667,0.6,0.5,2,0.4384871497779919,2.3779586891397777
0.0,1.5,0.697916666666667,0.6,0.5,3,0.4384871497779919,1.9912521079269272
0.0,1.5,0.697916666666667,0.6,0.5,4,0.4384871497779919,2.245624372982554
0.0,1.5,0.697916666666667,0.6,0.5,5,0.4384871497779919,1.1970861123671903
0.0,1.5,0.697916666666667,0.6,0.5,7,0.4384871497779919,1.2051351900401213
0.0,1.5,0.697916666666667,0.6,0.5,10,0.4384871497779919,2.089854212265068
0.0,1.5,0.697916666666667,0.6,0.5,13,0.4384871497779919,2.0870319040646006
0.0,1.5,0.697916666666667,0.6,0.75,0,0.4384871497779919,2.7724869970936066
0.0,1.5,0.697916666666667,0.6,0.75,1,0.4384871497779919,2.837179786542789
0.0,1.5,0.697916666666667,0.6,0.75,2,0.4384871497779919,2.3779586891397777
0.0,1.5,0.697916666666667,0.6,0.75,3,0.4384871497779919,1.9912521079269272
0.0,1.5,0.697916666666667,0.6,0.75,4,0.4384871497779919,2.245624372982554
0.0,1.5,0.697916666666667,0.6,0.75,5,0.4384871497779919,1.1970861123671903
0.0,1.5,0.697916666666667,0.6,0.75,7,0.4384871497779919,1.2051351900401213
0.0,1.5,0.697916666666667,0.6,0.75,10,0.4384871497779919,2.089854212265068
0.0,1.5,0.697916666666667,0.6,0.75,13,0.4384871497779919,2.0870319040646006
0.0,1.5,0.697916666666667,0.6,0.9,0,0.4384871497779919,2.7724869970936066
0.0,1.5,0.697916666666667,0.6,0.9,1,0.4384871497779919,2.837179786542789
0.0,1.5,0.697916666666667,0.6,0.9,2,0.4384871497779919,2.3779586891397777
0.0,1.5,0.697916666666667,0.6,0.9,3,0.4384871497779919,1.9912521079269272
0.0,1.5,0.697916666666667,0.6,0.9,4,0.4384871497779919,2.245624372982554
0.0,1.5,0.697916666666667,0.6,0.9,5,0.4384871497779919,1.1970861123671903
0.0,1.5,0.697916666666667,0.6,0.9,7,0.4384871497779919,1.2051351900401213
0.0,1.5,0.697916666666667,0.6,0.9,10,0.4384871497779919,2.089854212265068
0.0,1.5,0.697916666666667,0.6,0.9,13,0.4384871497779919,2.0870319040646006
0.0,1.5,0.697916666666667,0.6,0.95,0,0.4384871497779919,2.7724869970936066
0.0,1.5,0.697916666666667,0.6,0.95,1,0.4384871497779919,2.837179786542789
0.0,1.5,0.697916666666667,0.6,0.95,2,0.4384871497779919,2.3779586891397777
0.0,1.5,0.697916666666667,0.6,0.95,3,0.4384871497779919,1.9912521079269272
0.0,1.5,0.697916666666667,0.6,0.95,4,0.4384871497779919,2.245624372982554
0.0,1.5,0.697916666666667,0.6,0.95,5,0.4384871497779919,1.1970861123671903
0.0,1.5,0.697916666666667,0.6,0.95,7,0.4384871497779919,1.2051351900401213
0.0,1.5,0.697916666666667,0.6,0.95,10,0.4384871497779919,2.089854212265068
0.0,1.5,0.697916666666667,0.6,0.95,13,0.4384871497779919,2.0870319040646006
0.0,1.5,0.697916666666667,0.6,0.99,0,0.4384871497779919,2.7724869970936066
0.0,1.5,0.697916666666667,0.6,0.99,1,0.4384871497779919,2.837179786542789
0.0,1.5,0.697916666666667,0.6,0.99,2,0.4384871497779919,2.3779586891397777
0.0,1.5,0.697916666666667,0.6,0.99,3,0.4384871497779919,1.9912521079269272
0.0,1.5,0.697916666666667,0.6,0.99,4,0.4384871497779919,2.245624372982554
0.0,1.5,0.697916666666667,0.6,0.99,5,0.4384871497779919,1.1970861123671903
0.0,1.5,0.697916666666667,0.6,0.99,7,0.4384871497779919,1.2051351900401213
0.0,1.5,0.697916666666667,0.6,0.99,10,0.4384871497779919,2.089854212265068
0.0,1.5,0.697916666666667,0.6,0.99,13,0.4384871497779919,2.0870319040646006
0.0,1.5,0.697916666666667,0.6,0.995,0,0.4384871497779919,2.7724869970936066
0.0,1.5,0.697916666666667,0.6,0.995,1,0.4384871497779919,2.837179786542789
0.0,1.5,0.697916666666667,0.6,0.995,2,0.4384871497779919,2.3779586891397777
0.0,1.5,0.697916666666667,0.6,0.995,3,0.4384871497779919,1.9912521079269272
0.0,1.5,0.697916666666667,0.6,0.995,4,0.4384871497779919,2.245624372982554
0.0,1.5,0.697916666666667,0.6,0.995,5,0.4384871497779919,1.1970861123671903
0.0,1.5,0.697916666666667,0.6,0.995,7,0.4384871497779919,1.2051351900401213
0.0,1.5,0.697916666666667,0.6,0.995,10,0.4384871497779919,2.089854212265068
0.0,1.5,0.697916666666667,0.6,0.995,13,0.4384871497779919,2.0870319040646006
0.0,1.5,0.697916666666667,0.6,0.999,0,0.4384871497779919,2.7724869970936066
0.0,1.5,0.697916666666667,0.6,0.999,1,0.4384871497779919,2.837179786542789
0.0,1.5,0.697916666666667,0.6,0.999,2,0.4384871497779919,2.3779586891397777
0.0,1.5,0.697916666666667,0.6,0.999,3,0.4384871497779919,1.9912521079269272
0.0,1.5,0.697916666666667,0.6,0.999,4,0.4384871497779919,2.245624372982554
0.0,1.5,0.697916666666667,0.6,0.999,5,0.4384871497779919,1.1970861123671903
0.0,1.5,0.697916666666667,0.6,0.999,7,0.4384871497779919,1.2051351900401213
0.0,1.5,0.697916666666667,0.6,0.999,10,0.4384871497779919,2.089854212265068
0.0,1.5,0.697916666666667,0.6,0.999,13,0.4384871497779919,2.0870319040646006
0.0,1.5,0.697916666666667,0.65,0.5,0,0.4384871497779919,3.2794758580811854
0.0,1.5,0.697916666666667,0.65,0.5,1,0.4384871497779919,3.3745311358189
0.0,1.5,0.697916666666667,0.65,0.5,2,0.4384871497779919,2.6683884030839353
0.0,1.5,0.697916666666667,0.65,0.5,3,0.4384871497779919,3.154029274584061
0.0,1.5,0.697916666666667,0.65,0.5,4,0.4384871497779919,2.255734959079441
0.0,1.5,0.697916666666667,0.65,0.5,5,0.4384871497779919,2.012810576795138
0.0,1.5,0.697916666666667,0.65,0.5,7,0.4384871497779919,0.7773326253849203
0.0,1.5,0.697916666666667,0.65,0.5,10,0.4384871497779919,1.8359780579939993
0.0,1.5,0.697916666666667,0.65,0.5,13,0.4384871497779919,2.444872570542466
0.0,1.5,0.697916666666667,0.65,0.75,0,0.4384871497779919,3.2794758580811854
0.0,1.5,0.697916666666667,0.65,0.75,1,0.4384871497779919,3.3745311358189
0.0,1.5,0.697916666666667,0.65,0.75,2,0.4384871497779919,2.6683884030839353
0.0,1.5,0.697916666666667,0.65,0.75,3,0.4384871497779919,3.154029274584061
0.0,1.5,0.697916666666667,0.65,0.75,4,0.4384871497779919,2.255734959079441
0.0,1.5,0.697916666666667,0.65,0.75,5,0.4384871497779919,2.012810576795138
0.0,1.5,0.697916666666667,0.65,0.75,7,0.4384871497779919,0.7773326253849203
0.0,1.5,0.697916666666667,0.65,0.75,10,0.4384871497779919,1.8359780579939993
0.0,1.5,0.697916666666667,0.65,0.75,13,0.4384871497779919,2.444872570542466
0.0,1.5,0.697916666666667,0.65,0.9,0,0.4384871497779919,3.2794758580811854
0.0,1.5,0.697916666666667,0.65,0.9,1,0.4384871497779919,3.3745311358189
0.0,1.5,0.697916666666667,0.65,0.9,2,0.4384871497779919,2.6683884030839353
0.0,1.5,0.697916666666667,0.65,0.9,3,0.4384871497779919,3.154029274584061
0.0,1.5,0.697916666666667,0.65,0.9,4,0.4384871497779919,2.255734959079441
0.0,1.5,0.697916666666667,0.65,0.9,5,0.4384871497779919,2.012810576795138
0.0,1.5,0.697916666666667,0.65,0.9,7,0.4384871497779919,0.7773326253849203
0.0,1.5,0.697916666666667,0.65,0.9,10,0.4384871497779919,1.8359780579939993
0.0,1.5,0.697916666666667,0.65,0.9,13,0.4384871497779919,2.444872570542466
0.0,1.5,0.697916666666667,0.65,0.95,0,0.4384871497779919,3.2794758580811854
0.0,1.5,0.697916666666667,0.65,0.95,1,0.4384871497779919,3.3745311358189
0.0,1.5,0.697916666666667,0.65,0.95,2,0.4384871497779919,2.6683884030839353
0.0,1.5,0.697916666666667,0.65,0.95,3,0.4384871497779919,3.154029274584061
0.0,1.5,0.697916666666667,0.65,0.95,4,0.4384871497779919,2.255734959079441
0.0,1.5,0.697916666666667,0.65,0.95,5,0.4384871497779919,2.012810576795138
0.0,1.5,0.697916666666667,0.65,0.95,7,0.4384871497779919,0.7773326253849203
0.0,1.5,0.697916666666667,0.65,0.95,10,0.4384871497779919,1.8359780579939993
0.0,1.5,0.697916666666667,0.65,0.95,13,0.4384871497779919,2.444872570542466
0.0,1.5,0.697916666666667,0.65,0.99,0,0.4384871497779919,3.2794758580811854
0.0,1.5,0.697916666666667,0.65,0.99,1,0.4384871497779919,3.3745311358189
0.0,1.5,0.697916666666667,0.65,0.99,2,0.4384871497779919,2.6683884030839353
0.0,1.5,0.697916666666667,0.65,0.99,3,0.4384871497779919,3.154029274584061
0.0,1.5,0.697916666666667,0.65,0.99,4,0.4384871497779919,2.255734959079441
0.0,1.5,0.697916666666667,0.65,0.99,5,0.4384871497779919,2.012810576795138
0.0,1.5,0.697916666666667,0.65,0.99,7,0.4384871497779919,0.7773326253849203
0.0,1.5,0.697916666666667,0.65,0.99,10,0.4384871497779919,1.8359780579939993
0.0,1.5,0.697916666666667,0.65,0.99,13,0.4384871497779919,2.444872570542466
0.0,1.5,0.697916666666667,0.65,0.995,0,0.4384871497779919,3.2794758580811854
0.0,1.5,0.697916666666667,0.65,0.995,1,0.4384871497779919,3.3745311358189
0.0,1.5,0.697916666666667,0.65,0.995,2,0.4384871497779919,2.6683884030839353
0.0,1.5,0.697916666666667,0.65,0.995,3,0.4384871497779919,3.154029274584061
0.0,1.5,0.697916666666667,0.65,0.995,4,0.4384871497779919,2.255734959079441
0.0,1.5,0.697916666666667,0.65,0.995,5,0.4384871497779919,2.012810576795138
0.0,1.5,0.697916666666667,0.65,0.995,7,0.4384871497779919,0.7773326253849203
0.0,1.5,0.697916666666667,0.65,0.995,10,0.4384871497779919,1.8359780579939993
0.0,1.5,0.697916666666667,0.65,0.995,13,0.4384871497779919,2.444872570542466
0.0,1.5,0.697916666666667,0.65,0.999,0,0.4384871497779919,3.2794758580811854
0.0,1.5,0.697916666666667,0.65,0.999,1,0.4384871497779919,3.3745311358189
0.0,1.5,0.697916666666667,0.65,0.999,2,0.4384871497779919,2.6683884030839353
0.0,1.5,0.697916666666667,0.65,0.999,3,0.4384871497779919,3.154029274584061
0.0,1.5,0.697916666666667,0.65,0.999,4,0.4384871497779919,2.255734959079441
0.0,1.5,0.697916666666667,0.65,0.999,5,0.4384871497779919,2.012810576795138
0.0,1.5,0.697916666666667,0.65,0.999,7,0.4384871497779919,0.7773326253849203
0.0,1.5,0.697916666666667,0.65,0.999,10,0.4384871497779919,1.8359780579939993
0.0,1.5,0.697916666666667,0.65,0.999,13,0.4384871497779919,2.444872570542466
0.0,1.5,0.697916666666667,0.7,0.5,0,0.4384871497779919,2.9247241601790215
0.0,1.5,0.697916666666667,0.7,0.5,1,0.4384871497779919,3.3132748207123153
0.0,1.5,0.697916666666667,0.7,0.5,2,0.4384871497779919,2.7622638851951846
