leg,h,cold_n,cold_mean,warm_mean
crack_gas,10,258,0.13576280087293502,0.1022633202258328
crack_gas,20,259,0.27032294419028613,0.21544177156161107
crack_ho,10,258,-0.021927719950377365,0.010437238060328917
crack_ho,20,259,-0.012012132300918184,0.018951616536522012
